title,year,distributor,us_gross,us_profit_gross,us_adj,us_profit_adj,us_bits,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
Planet of the Apes,2001,20th Century Fox,180011740,80011740,261226339.01562437,116110059.92425823,31860484.95575221,362211740,262211740,525628199.5200935,380511920.4287273,64108272.56637168,100000000,145116279.09136614
Please Give,2010,Sony Pictures Classics,4028339,1028339,4742799.126532805,1210723.6533418908,510562.61089987325,4028339,1028339,4742799.126532805,1210723.6533418908,510562.61089987325,3000000,3532075.473190915
Planet 51,2009,Sony Pictures,42194060,-7805940,50632872.02025315,-9367128.00374685,5625874.666666667,108005745,58005745,129606894.05184275,69606894.02784276,14400766,50000000,60000000.024
The Adventures of Pluto Nash,2002,Warner Bros.,4411102,-95588898,6313136.804791028,-136806129.19248194,760534.827586207,7094995,-92905005,10154304.766543217,-132964961.23072974,1223275,100000000,143119265.99727297
The Players Club,1998,New Line,23047939,18047939,36317964.46283759,28439176.58882474,4914272.707889126,23047939,18047939,36317964.46283759,28439176.58882474,4914272.707889126,5000000,7878787.874012856
The Pineapple Express,2008,Sony Pictures,87341380,61341380,104408086.37917714,73327626.62621005,12164537.604456825,100941380,74941380,120665557.63457532,89585097.88160822,14058688.022284124,26000000,31080459.7529671
Pinocchio,2002,Miramax,3681811,-41318189,5269380.878606856,-59134288.82016598,634795,31681811,-13318189,45342775.35784329,-19060894.34092955,5462381.206896552,45000000,64403669.69877283
Pandorum,2009,Overture Films,10330853,-29669147,12397023.60495881,-35602976.41424119,1377447.0666666667,17033431,-22966569,20440117.208176047,-27559882.811023954,2271124.1333333333,40000000,48000000.0192
The Punisher,2004,Lionsgate,33664370,664370,45865866.548616044,905167.8602303872,5420993.558776167,54664370,21664370,74477220.25940691,29516521.57102126,8802636.070853462,33000000,44960698.68838566
Pokemon 2000,2000,Warner Bros.,43746923,13746923,65306411.355922215,20521722.369278137,8116312.24489796,133946923,103946923,199959042.90909874,155174353.92245466,24851006.12244898,30000000,44784688.986644074
Pokemon 3: The Movie,2001,Warner Bros.,17052128,14052128,24745413.65949699,20391925.286756005,3018075.7522123894,68452128,65452128,99335181.11245918,94981692.7397182,12115420.88495575,3000000,4353488.372740984
The Polar Express,2004,Warner Bros.,181320597,11320597,247039415.9913698,15423695.475443715,29198163.76811594,305420597,135420597,416118891.9679959,184503171.45206976,49182060.70853462,170000000,231615720.5159261
Along Came Polly,2004,Universal,88073507,46073507,119995345.77746741,62772638.35588568,14182529.307568438,170360435,128360435,232106793.52900937,174884086.10742763,27433242.3510467,42000000,57222707.421581745
Gake no ue no Ponyo,2009,Walt Disney Pictures,15090399,-18909601,18108478.807243392,-22691521.20907661,2012053.2,199090399,165090399,238908478.8955634,198108478.8792434,26545386.533333335,34000000,40800000.01632
Pootie Tang,2001,Paramount Pictures,3293258,-206742,4779053.470478742,-300016.2977190722,582877.5221238937,3293258,-206742,4779053.470478742,-300016.2977190722,582877.5221238937,3500000,5079069.768197815
Poseidon,2006,Warner Bros.,60674817,-99325183,77267522.08237307,-126487580.02497554,9263330.839694656,181674817,21674817,231357318.05105543,27602215.943706844,27736613.28244275,160000000,203755102.1073486
Possession,2002,Focus Features,10103647,-14896353,14460265.42535549,-21319551.07396275,1742008.103448276,14805812,-10194188,21189969.45933616,-14589847.03998208,2552726.206896552,25000000,35779816.49931824
Peter Pan: Return to Neverland,2002,Walt Disney Pictures,48430258,28430258,69313029.77018557,40689176.57073098,8350044.482758621,109862682,89862682,157234664.0833181,128610810.88386354,18941841.724137932,20000000,28623853.199454594
Practical Magic,1998,Warner Bros.,46850558,-13149442,73825121.6522272,-20720332.83592707,9989457.995735606,68336997,8336997,107682540.66201058,13137086.17385631,14570788.272921108,60000000,94545454.48815426
The Devil Wears Prada,2006,20th Century Fox,124740460,89740460,158853157.2763602,114281728.69037771,19044345.03816794,326551094,291551094,415852821.88272744,371281393.29674494,49855128.854961835,35000000,44571428.58598251
The Boat That Rocked,2009,Focus Features,8017467,-41982533,9620960.403848384,-50379039.62015162,1068995.6,37472651,-12527349,44967181.217986874,-15032818.806013128,4996353.466666667,50000000,60000000.024
Paparazzi,2004,20th Century Fox,15712072,-4287928,21406840.453400634,-5842067.84259067,2530124.315619968,16612072,-3387928,22633041.326720245,-4615866.969271062,2675051.8518518517,20000000,27248908.295991305
Primary Colors,1998,Universal,39017984,-25982016,61482883.841525525,-40941358.520641595,8319399.573560767,39017984,-25982016,61482883.841525525,-40941358.520641595,8319399.573560767,65000000,102424242.36216712
Precious (Based on the Novel Push by Sapphire),2009,Lionsgate,47566524,37566524,57079828.82283193,45079828.81803193,6342203.2,63471431,53471431,76165717.23046629,64165717.225666285,8462857.466666667,10000000,12000000.0048
Pride and Glory,2008,Warner Bros.,15740721,-14259279,18816494.058584,-17045574.887147266,2192300.9749303623,43440721,13440721,51929137.71847588,16067068.772744605,6050239.693593315,30000000,35862068.94573127
Pride and Prejudice,2005,Focus Features,38372662,10372662,50515909.442776754,13655149.967769545,5986374.726989079,120918508,92918508,159183858.55231196,122323099.07730475,18864041.809672385,28000000,36860759.475007206
The Road to Perdition,2002,Dreamworks SKG,104054514,24054514,148922056.67382964,34426643.87601127,17940433.448275864,181054514,101054514,259123891.49172983,144628478.69391146,31216295.51724138,80000000,114495412.79781838
Predators,2010,20th Century Fox,51920690,11920690,61129265.23338293,14034925.590837402,6580569.0747782,124549380,84549380,146639270.0997117,99544930.45716615,15785726.235741446,40000000,47094339.64254553
Prefontaine,1997,Walt Disney Pictures,590817,-7409183,945307.2,-11854692.8,128718.30065359478,590817,-7409183,945307.2,-11854692.8,128718.30065359478,8000000,12800000
Perfume: The Story of a Murderer,2006,Paramount Pictures,2223293,-61476707,2831295.5764347087,-78288704.45005345,339434.04580152675,132180323,68480323,168327595.05904573,87207595.03255758,20180201.984732825,63700000,81120000.02648816
The Prince & Me,2004,Paramount Pictures,28165882,-1834118,38374476.78468561,-2498885.659301349,4535568.760064412,29356757,-643243,39996978.96803504,-876383.4759519168,4727336.070853462,30000000,40873362.44398696
The Perfect Man,2005,Universal,16535005,6535005,21767601.50796577,8603044.552606054,2579563.9625585023,19535005,9535005,25716968.594573684,12552411.639213968,3047582.6833073325,10000000,13164556.955359718
The Pursuit of Happyness,2006,Sony Pictures,162586036,107586036,207048339.7900566,137007523.44065553,24822295.572519086,306086036,251086036,389791196.9925849,319750380.64318377,46730692.51908397,55000000,70040816.34940109
Pearl Harbor,2001,Walt Disney Pictures,198539855,47039855,288113650.0893937,68262487.26597396,35139797.34513274,449239855,297739855,651920161.7714486,432068998.94802886,79511478.76106194,151500000,219851162.8234197
Premonition,2007,Sony Pictures,47852604,27852604,59246081.1202872,34484176.367815554,6955320.34883721,81461343,61461343,100856900.81872118,76094996.06624952,11840311.48255814,20000000,24761904.752471656
The Prince of Egypt,1998,Dreamworks SKG,101413188,41413188,159802599.1758772,65257144.687722936,21623281.023454156,218600000,158600000,344460605.85184205,249915151.36368778,46609808.102345414,60000000,94545454.48815426
The Producers: The Movie Musical,2005,Universal,19398532,-25601468,25537307.936436806,-33703198.362681925,3026292.0436817473,32952995,-12047005,43381157.9527184,-15859348.34640033,5140872.854914197,45000000,59240506.29911873
Prom Night,2008,Sony/Screen Gems,43869350,25869350,52441521.8101472,30924280.44270844,6109937.325905292,57109687,39109687,68269051.08877109,46751809.721332334,7953995.403899722,18000000,21517241.367438763
Proof,2005,Miramax,7535331,-12464669,9919929.41269877,-16409184.498020666,1175558.6583463338,8284331,-11715669,10905954.728655212,-15423159.182064222,1292407.3322932918,20000000,26329113.910719436
Panic Room,2002,Sony Pictures,95308367,47308367,136404635.28438714,67707387.60569611,16432477.068965517,196308367,148308367,280955093.9416328,212257846.2629418,33846270.172413796,48000000,68697247.67869103
The Proposal,2009,Walt Disney Pictures,163958031,123958031,196749637.27869985,148749637.25949985,21861070.8,317358031,277358031,380829637.3523319,332829637.33313185,42314404.13333333,40000000,48000000.0192
Prince of Persia: Sands of Time,2010,Walt Disney Pictures,90755643,-109244357,106851926.89799024,-128619771.31473741,11502616.349809887,335055643,135055643,394480606.2648371,159008908.05210942,42465860.96324462,200000000,235471698.21272764
The Prestige,2006,Walt Disney Pictures,53089891,13089891,67608351.0098313,16669575.482994147,8105326.870229008,107896006,67896006,137402260.74690685,86463485.2200697,16472672.671755726,40000000,50938775.52683715
The Postman,1997,Warner Bros.,17650704,-62349296,28241126.4,-99758873.6,3845469.2810457516,17650704,-62349296,28241126.4,-99758873.6,3845469.2810457516,80000000,128000000
Psycho,1998,Universal,21541218,1541218,33943737.43397349,2428585.937922069,4593010.234541577,37226218,17226218,58659494.99475182,27144343.498700395,7937359.914712152,20000000,31515151.496051423
The Patriot,2000,Sony Pictures,113330342,3330342,169182137.30733356,4971611.02297194,21026037.476808906,215300000,105300000,321404784.6274823,157194258.3431207,39944341.3729128,110000000,164210526.2843616
Public Enemies,2009,Universal,97104620,-5395380,116525544.04661022,-6474456.002589783,12947282.666666666,210379983,107879983,252455979.7009824,129455979.6517824,28050664.4,102500000,123000000.0492
The Powerpuff Girls,2002,Warner Bros.,11411644,-13588356,16332261.13102184,-19447555.3682964,1967524.827586207,16425701,-8574299,23508342.706106726,-12271473.793211516,2832017.4137931033,25000000,35779816.49931824
Pulse,2006,Weinstein/Dimension,20264436,12764436,25806138.91454894,16255118.503266977,3093807.0229007634,29771485,22271485,37913074.78788998,28362054.376608018,4545264.885496183,7500000,9551020.411281966
Punch-Drunk Love,2002,Sony Pictures,17791031,-7208969,25462392.980547294,-10317423.51877095,3067419.1379310344,24591031,-408969,35194503.068361856,-585313.4309563873,4239832.931034483,25000000,35779816.49931824
Punisher: War Zone,2008,Lionsgate,8050977,-26949023,9624156.408483224,-32214924.02820326,1121305.9888579387,8199130,-26800870,9801258.84516712,-32037821.59151936,1141940.1114206128,35000000,41839080.436686486
Push,2009,Summit Entertainment,31811527,-6188473,38173832.41526953,-7426167.602970467,4241536.933333334,44411527,6411527,53293832.42131753,7693832.403077533,5921536.933333334,38000000,45600000.01824
Pushing Tin,1999,20th Century Fox,8408835,-24591165,12987903.573100766,-37982393.49091884,1661825.0988142295,8408835,-24591165,12987903.573100766,-37982393.49091884,1661825.0988142295,33000000,50970297.064019606
The Painted Veil,2006,Warner Independent,8060487,-11339513,10264783.448249726,-14440522.682266293,1230608.7022900763,15118795,-4281205,19253322.618531696,-5451983.511984321,2308212.9770992366,19400000,24705306.13051602
Pay it Forward,2000,Warner Bros.,33508922,-6491078,50022888.33492385,-9690030.313934922,6216868.645640074,33508922,-6491078,50022888.33492385,-9690030.313934922,6216868.645640074,40000000,59712918.64885877
Queen of the Damned,2002,Warner Bros.,30307804,-4692196,43376306.624692135,-6715436.474353402,5225483.448275862,30307804,-4692196,43376306.624692135,-6715436.474353402,5225483.448275862,35000000,50091743.09904554
The Quiet American,2002,Miramax,12987647,-7012353,18587825.056716844,-10036028.14273775,2239249.4827586208,12987647,-7012353,18587825.056716844,-10036028.14273775,2239249.4827586208,20000000,28623853.199454594
All the Queen's Men,2002,Strand,22723,-14977277,32520.990812560336,-21435368.908778384,3917.7586206896553,22723,-14977277,32520.990812560336,-21435368.908778384,3917.7586206896553,15000000,21467889.899590947
Quarantine,2008,Sony/Screen Gems,31691811,19691811,37884463.703236155,23539636.124943648,4413901.253481895,36091811,24091811,43144233.81527674,28799406.236984234,5026714.623955432,12000000,14344827.578292508
The Queen,2006,Miramax,56441711,41441711,71876791.17449038,52774750.351926446,8617055.114503818,122840603,107840603,156433747.54495797,137331706.72239402,18754290.534351144,15000000,19102040.82256393
Quest for Camelot,1998,Warner Bros.,22772500,-17227500,35883939.37219155,-27146363.619911294,4855543.710021322,38172500,-1827500,60150606.02415115,-2879696.9679516987,8139125.79957356,40000000,63030302.99210285
Rabbit-Proof Fence,2002,Miramax,6199600,-800400,8872822.014766935,-1145526.6050421728,1068896.551724138,16199600,9199600,23184748.61449423,13166399.994685125,2793034.4827586208,7000000,10018348.619809108
Radio,2003,Sony Pictures,52333738,17333738,73220297.08584026,24251687.237936616,8678895.1907131,53293628,18293628,74563282.19746609,25594672.34956245,8838080.928689884,35000000,48968609.84790364
The Rainmaker,1997,Paramount Pictures,45916769,5916769,73466830.4,9466830.4,10003653.376906319,45916769,5916769,73466830.4,9466830.4,10003653.376906319,40000000,64000000
Rambo,2008,Lionsgate,42754105,-4745895,51108355.37410113,-5673253.789973377,5954610.724233983,116754105,69254105,139568125.44023827,82786516.27616376,16261017.409470752,47500000,56781609.16407451
Random Hearts,1999,Sony Pictures,31054924,-32945076,47966021.260016724,-50885463.95505159,6137336.758893281,63200000,-800000,97615841.64987996,-1235643.565188354,12490118.5770751,64000000,98851485.21506833
Rugrats in Paris,2000,Paramount Pictures,76501438,46501438,114203103.59536782,69418414.60872374,14193216.697588127,103284813,73284813,154185940.90828976,109401251.92164569,19162302.968460113,30000000,44784688.986644074
Rugrats Go Wild,2003,Paramount Pictures,39402572,14402572,55128262.15062664,20150683.68783832,6534423.217247098,55443032,30443032,77570520.07979533,42592941.61700702,9194532.669983417,25000000,34977578.46278831
Ratatouille,2007,Walt Disney Pictures,206445654,56445654,255599381.04548594,69885095.40194853,30006635.755813953,620495432,470495432,768232439.3263876,582518153.6828502,90188289.53488372,150000000,185714285.6435374
Ray,2004,Universal,75305995,35305995,102600307.59466898,48102491.00268638,12126569.2431562,125305995,85305995,170722578.33464727,116224761.74266465,20178099.033816427,40000000,54497816.59198261
BloodRayne,2006,Romar,2405420,-22594580,3063228.7356941155,-28773505.968579102,367239.69465648854,2405420,-22594580,3063228.7356941155,-28773505.968579102,367239.69465648854,25000000,31836734.70427322
Rollerball,2002,MGM,18990542,-51009458,27179124.31930384,-73004361.87878723,3274231.379310345,25852508,-44147492,36999919.69148628,-63183566.506604806,4457328.9655172415,70000000,100183486.19809107
Robin Hood,2010,Universal,105269730,-104730270,123940210.4674766,-123305072.65588742,13342171.102661597,310885538,100885538,366023727.9131874,118778444.78982334,39402476.299112804,210000000,247245283.12336403
Robots,2005,20th Century Fox,128200012,48200012,168769635.96517992,63453180.322302185,20000001.872074883,260700012,180700012,343200015.6236962,237883559.98081845,40670828.705148205,80000000,105316455.64287774
Runaway Bride,1999,Paramount Pictures,152257509,82257509,235170014.05932236,127051202.10534139,30090416.798418976,308007919,238007919,475735003.9242572,367616191.97027624,60871130.237154156,70000000,108118811.95398098
Racing Stripes,2005,Warner Bros.,49772522,19772522,65523320.068089455,26029649.202010304,7764824.024960998,93772522,63772522,123447370.67167221,83953699.80559306,14629098.595943838,30000000,39493670.86607915
Rocky Balboa,2006,MGM,70269899,46269899,89486565.28636296,58923299.970260665,10728228.854961833,155720088,131720088,198304765.1912832,167741499.8751809,23774059.23664122,24000000,30563265.31610229
The Road to El Dorado,2000,Dreamworks SKG,50802661,-44197339,75839379.08596376,-65978802.70507582,9425354.545454547,65700000,-29300000,98078468.88075052,-43739712.91028905,12189239.332096476,95000000,141818181.7910396
Riding Giants,2004,Sony Pictures,2276368,-323632,3101427.1439964566,-440930.93448241294,366564.8953301127,3216111,616111,4381775.685436444,839417.606957575,517892.270531401,2600000,3542358.07847887
Red Dragon,2002,Universal,92955420,14955420,133037114.80868228,21404087.330809362,16026796.551724138,206455420,128455420,295477481.7155871,183844454.23771417,35595762.06896552,78000000,111633027.47787291
The Reader,2008,Weinstein Co.,34192652,1192652,40873974.78204654,1425698.9417421431,4762207.799442898,106107610,73107610,126841280.84955883,87393005.00925443,14778218.662952647,33000000,39448275.8403044
The Reaping,2007,Warner Bros.,25126214,-14873786,31108645.89291099,-18415163.612032317,3652065.988372093,62226214,22226214,77041979.20874591,27518169.7038026,9044507.84883721,40000000,49523809.50494331
Rebound,2005,20th Century Fox,16809014,-28190986,22128322.216643885,-37112184.08247484,2622311.0764430575,17492014,-27507986,23027461.456694957,-36213044.842423774,2728863.338533541,45000000,59240506.29911873
Recess: School's Out,2001,Walt Disney Pictures,36696761,26696761,53252974.110251606,38741346.20111499,6495001.946902654,44451470,34451470,64506319.26541489,49994691.35627828,7867516.814159292,10000000,14511627.909136614
Redacted,2007,Magnolia Pictures,65388,-4934612,80956.57139773083,-6109519.616720183,9504.06976744186,65388,-4934612,80956.57139773083,-6109519.616720183,9504.06976744186,5000000,6190476.188117914
Red-Eye,2005,Dreamworks SKG,57891803,31891803,76211993.78419645,41984145.70026119,9031482.527301092,95891803,69891803,126237310.21456338,92009462.13062812,14959719.65678627,26000000,34227848.08393527
Reign Over Me,2007,Sony Pictures,19661987,-338013,24343412.466916796,-418492.2855548601,2857846.947674419,20081987,81987,24863412.4667187,101507.71424704467,2918893.4593023257,20000000,24761904.752471656
The Relic,1997,Paramount Pictures,33956608,-26043392,54330572.8,-41669427.2,7397953.812636166,33956608,-26043392,54330572.8,-41669427.2,7397953.812636166,60000000,96000000
Religulous,2008,Lionsgate,13011160,10511160,15553570.566131363,12565064.820653757,1812139.2757660167,13136074,10636074,15702893.048807599,12714387.303329993,1829536.7688022284,2500000,2988505.745477606
Remember Me,2010,Summit Entertainment,19068240,3068240,22450154.27363931,3612418.4166210974,2416760.4562737644,55343435,39343435,65159063.12187854,46321327.26486033,7014377.059569075,16000000,18837735.857018214
"Remember Me, My Love",2004,IDP Distribution,223878,-6476122,305021.5545744971,-8823362.72458259,36051.2077294686,223878,-6476122,305021.5545744971,-8823362.72458259,36051.2077294686,6700000,9128384.279157087
Rent,2005,Sony Pictures,29077547,-10922453,38279302.36036491,-14378925.461073961,4536278.783151326,31670620,-8329380,41692968.080155455,-10965259.741283413,4940814.352574103,40000000,52658227.82143887
The Replacements,2000,Warner Bros.,44737059,-5262941,66784509.116404876,-7856639.194668585,8300010.946196661,50054511,54511,74722523.58378516,81375.2727116985,9286551.20593692,50000000,74641148.31107345
The Replacement Killers,1998,Sony Pictures,19035741,-10964259,29995713.07272987,-17277014.171347264,4058793.3901918973,19035741,-10964259,29995713.07272987,-17277014.171347264,4058793.3901918973,30000000,47272727.24407713
Resident Evil: Apocalypse,2004,Sony Pictures,50740078,740078,69130586.6176723,1008315.8776940327,8170704.9919484705,128940078,78940078,175673818.0549983,107551547.31502004,20763297.584541064,50000000,68122270.73997827
Resident Evil: Extinction,2007,Sony/Screen Gems,50648679,5648679,62707888.26182556,6993602.568764342,7361726.59883721,146162920,101162920,180963615.1691567,125249329.47609548,21244610.46511628,45000000,55714285.693061225
Resident Evil: Afterlife 3D,2010,Sony/Screen Gems,46368993,-11131007,54592927.630620405,-13105185.605538795,5876931.939163499,149568993,92068993,176096323.90838787,108398210.67222868,18956779.847908746,57500000,67698113.2361592
Resident Evil,2002,Sony Pictures,40119709,5119709,57419033.041041866,7327289.941996324,6917191.206896552,103787401,68787401,148539766.50884634,98448023.4098008,17894379.482758623,35000000,50091743.09904554
Return to Me,2000,MGM,32662299,8662299,48759030.07679252,12931278.887477266,6059795.732838591,32662299,8662299,48759030.07679252,12931278.887477266,6059795.732838591,24000000,35827751.18931526
Revolutionary Road,2008,Paramount Vantage,22911480,-12088520,27388435.846958105,-14450644.58972838,3191013.927576602,76989671,41989671,92033629.65037225,50194549.213685766,10722795.403899722,35000000,41839080.436686486
Be Kind Rewind,2008,New Line,11175164,-8824836,13358816.728261802,-10549229.235559046,1556429.5264623957,28505302,8505302,34075303.52142972,10167257.557608869,3970097.771587744,20000000,23908045.96382085
Reign of Fire,2002,Walt Disney Pictures,43061982,-16938018,61629992.56227781,-24241567.036085974,7424479.655172414,82150183,22150183,117572738.92501652,31701179.326652735,14163824.655172415,60000000,85871559.59836379
Reindeer Games,2000,Miramax,23360779,-12639221,34873507.400024205,-18868119.383948684,4334096.289424861,23360779,-12639221,34873507.400024205,-18868119.383948684,4334096.289424861,36000000,53741626.78397289
Rachel Getting Married,2008,Sony Pictures Classics,12796277,796277,15296698.934089176,951871.3557966687,1782211.2813370475,13326280,1326280,15930265.738337323,1585438.1600448156,1856027.8551532035,12000000,14344827.578292508
The Rugrats Movie,1998,Paramount Pictures,100494685,72494685,158355261.11614832,114234049.02167633,21427438.166311298,140894685,112894685,222015867.13817218,177894655.0437002,30041510.66098081,28000000,44121212.09447199
Riding in Cars with Boys,2001,Sony Pictures,29781453,-17218547,43217736.45294403,-24986914.71999805,5271053.628318584,29781453,-17218547,43217736.45294403,-24986914.71999805,5271053.628318584,47000000,68204651.17294209
Ride With the Devil,1999,USA Films,630779,-34369221,974272.5155074309,-53085133.461483054,124659.88142292491,630779,-34369221,974272.5155074309,-53085133.461483054,124659.88142292491,35000000,54059405.97699049
The Ring Two,2005,Dreamworks SKG,75941727,25941727,99973919.03798789,34151134.2611893,11847383.307332292,161941727,111941727,213189108.85408145,147366324.07728288,25263919.968798753,50000000,65822784.77679858
The Adventures of Rocky & Bullwinkle,2000,Universal,26000610,-49999390,38814307.7437676,-74640237.68906407,4823860.853432282,35129610,-40870390,52442288.60240339,-61012256.83042827,6517552.875695733,76000000,113454545.43283166
All the Real Girls,2003,Sony Pictures Classics,549666,-450334,769039.42573308,-630063.7127784526,91155.22388059701,703020,-296980,983597.4884363776,-415505.65007515496,116587.06467661691,1000000,1399103.1385115325
Real Women Have Curves,2002,Newmarket Films,5853194,2853194,8377048.290196422,4083470.3102782327,1009171.3793103448,5853194,2853194,8377048.290196422,4083470.3102782327,1009171.3793103448,3000000,4293577.979918189
Son of Rambow: A Home Movie,2008,Paramount Vantage,1785505,-214495,2134396.780431597,-256407.81595048762,248677.57660167132,10573083,8573083,12639087.717164641,10248283.120782556,1472574.233983287,2000000,2390804.596382085
Romance and Cigarettes,2007,Borotoro,551002,-10448998,682192.9521210693,-12936854.66173834,80087.5,3231251,-7768749,4000596.4746664395,-9618451.13919297,469658.57558139536,11000000,13619047.61385941
Reno 911!: Miami,2007,20th Century Fox,20342161,10342161,25185532.65707218,12804580.28083635,2956709.447674419,20342161,10342161,25185532.65707218,12804580.28083635,2956709.447674419,10000000,12380952.376235828
Rounders,1998,Miramax,22921898,10921898,36119354.4023519,17210263.504721053,4887398.29424307,22921898,10921898,36119354.4023519,17210263.504721053,4887398.29424307,12000000,18909090.89763085
Rendition,2007,New Line,9736045,-17763955,12054150.947788894,-21993468.086859632,1415122.8197674418,20437142,-7062858,25303128.1808369,-8744490.853811622,2970514.8255813955,27500000,34047619.03464852
The Rocker,2008,20th Century Fox,6409528,-8590472,7661964.501519836,-10269069.9713458,892691.9220055711,8767338,-6232662,10480495.994217657,-7450538.478647978,1221077.7158774373,15000000,17931034.472865634
Rock Star,2001,Warner Bros.,16991902,-21008098,24658015.929251425,-30486170.125467706,3007416.2831858406,19317765,-18682235,28033221.771614246,-27110964.283104885,3419073.4513274333,38000000,55144186.054719135
The Rookie,2002,Walt Disney Pictures,75600072,53600072,108198268.13980988,76712029.62040983,13034495.172413794,80693537,58693537,115487997.86163788,84001759.34223783,13912678.793103449,22000000,31486238.519400053
Roll Bounce,2005,Fox Searchlight,17380866,7380866,22881140.039047524,9716583.083687807,2711523.5569422776,17500866,7500866,23039114.72251184,9874557.767152123,2730244.305772231,10000000,13164556.955359718
Romeo Must Die,2000,Warner Bros.,55973336,30973336,83558281.47683094,46237707.32129422,10384663.45083488,91036760,66036760,135901766.098392,98581191.94285527,16889936.920222636,25000000,37320574.155536726
Ronin,1998,MGM,41610884,-13389116,65568665.65723111,-21098000.9569103,8872256.71641791,41610884,-13389116,65568665.65723111,-21098000.9569103,8872256.71641791,55000000,86666666.6141414
The Ballad of Jack and Rose,2005,IFC Films,712294,-787706,937703.4931960994,-1036980.0501078581,111122.3088923557,712294,-787706,937703.4931960994,-1036980.0501078581,111122.3088923557,1500000,1974683.5433039577
Red Planet,2000,Warner Bros.,17480890,-62519110,26095874.06199122,-93329963.23572631,3243207.7922077924,33463969,-46536031,49955781.464123294,-69470055.83359425,6208528.571428572,80000000,119425837.29771754
Requiem for a Dream,2000,Artisan,3635482,-864518,5427131.022884759,-1290572.325111852,674486.4564007422,7390108,2890108,11032122.94525701,4314419.597260398,1371077.5510204083,4500000,6717703.347996611
Rat Race,2001,Paramount Pictures,56607223,8607223,82146295.714552,12490481.750696257,10018977.522123894,86607223,38607223,125681179.44196184,56025365.4781061,15328712.03539823,48000000,69655813.96385574
Rescue Dawn,2007,MGM,5490423,-4509577,6797666.568838984,-5583285.807396843,798026.5988372093,7037886,-2962114,8713573.139537686,-3667379.2366981413,1022948.546511628,10000000,12380952.376235828
The Real Cancun,2003,New Line,3816594,-183406,5339808.643824284,-256603.91022184613,632934.3283582089,3816594,-183406,5339808.643824284,-256603.91022184613,632934.3283582089,4000000,5596412.55404613
Remember the Titans,2000,Walt Disney Pictures,115654751,85654751,172652068.44542542,127867379.45878135,21457282.189239334,136706683,106706683,204078876.01835808,159294187.03171402,25363020.964749537,30000000,44784688.986644074
Righteous Kill,2008,Overture Films,40081410,-19918590,47913409.62873743,-23810728.262725115,5582369.080779945,76781410,16781410,91784673.97234868,20060536.08088614,10693789.693593316,60000000,71724137.89146253
Road Trip,2000,Dreamworks SKG,68525609,52525609,102296602.8895126,78411435.4299691,12713471.057513915,119739110,103739110,178749293.3629188,154864125.90337527,22215048.23747681,16000000,23885167.459543508
The Ruins,2008,Paramount Pictures,17432844,-7567156,20839261.781605925,-9045795.673170134,2427972.701949861,22177122,-2822878,26510582.606063124,-3374474.8487129332,3088735.6545961006,25000000,29885057.45477606
Rules of Engagement,2000,Paramount Pictures,61322858,1322858,91544170.77673796,1974792.8034498002,11377153.617810762,71719931,11719931,107065160.1326191,17495782.15933095,13306109.647495363,60000000,89569377.97328815
The Rundown,2003,Universal,47641743,-37358257,66655712.155459836,-52268054.61802043,7900786.567164179,80831893,-4168107,113092155.18812838,-5831611.585351888,13404957.379767828,85000000,118923766.77348027
Running Scared,2006,New Line,6855137,-10144863,8729807.121217895,-12919172.477687893,1046585.8015267176,8345277,-8654723,10627454.795306925,-11021524.803598866,1274088.0916030535,17000000,21648979.59890579
Running With Scissors,2006,Sony Pictures,6775659,-5224341,8628594.321184848,-6653038.336866298,1034451.7557251909,7213629,-4786371,9186335.70912207,-6095296.948929076,1101317.4045801526,12000000,15281632.658051144
Rush Hour 2,2001,New Line,226164286,136164286,328201196.4767555,197596545.29452598,40029077.16814159,347425832,257425832,504171440.00062084,373566788.8183913,61491297.69911504,90000000,130604651.18222952
Rush Hour 3,2007,New Line,140125968,-39874032,173489293.64819455,-49367849.12405034,20367146.51162791,253025968,73025968,313270245.975897,90413103.20365214,36777030.23255814,180000000,222857142.7722449
Rush Hour,1998,New Line,141186864,106186864,222476270.41062042,167324755.29253045,30103808.955223877,245300000,210300000,386533333.09907067,331381817.9809807,52302771.85501066,35000000,55151515.11808999
Rushmore,1998,Walt Disney Pictures,17105219,7105219,26953678.40790686,11196102.659881148,3647168.2302771853,19080435,9080435,30066139.981778096,14308564.233752385,4068323.0277185496,10000000,15757575.748025712
R.V.,2006,Sony Pictures,71724497,16724497,91338951.31145762,21298134.962056533,10950304.885496184,87524497,32524497,111459767.6445583,41418951.29515721,13362518.6259542,55000000,70040816.34940109
Ravenous,1999,20th Century Fox,2062406,-9937594,3185498.3783823154,-15349155.099442994,407590.11857707513,2062406,-9937594,3185498.3783823154,-15349155.099442994,407590.11857707513,12000000,18534653.47782531
Raise Your Voice,2004,New Line,10411980,-4588020,14185754.409984779,-6250926.812008701,1676647.342995169,14811980,-188020,20180514.235102866,-256166.98689061427,2385181.964573269,15000000,20436681.22199348
Hotel Rwanda,2004,MGM,23519128,6019128,32043528.10368407,8200733.344691678,3787299.194847021,33919128,16419128,46212960.41759955,22370165.658607155,5462017.391304348,17500000,23842794.758992393
